genres,app_name,item_id,developer,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,sin dato,release_date
"['Strategy', 'Simulation']",Children of the Nile: Alexandria,17120,"Tilted Mill Entertainment, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2008
['Strategy'],Sid Meier's Civilization IV: Colonization,16810,Firaxis Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2008
['Action'],Tom Clancy's Rainbow Six® 3 Gold,19830,"Red Storm Entertainment,Ubisoft Montreal",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
"['Action', 'Adventure']",LEGO Batman,21000,Traveller's Tales,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
"['Simulation', 'Strategy']",City Life 2008,4460,Monte Cristo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2008
"['RPG', 'Strategy']",Hinterland,17140,"Tilted Mill Entertainment, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2008
['Action'],Brothers in Arms: Hell's Highway™,15390,Gearbox Software,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
"['Indie', 'Casual']",Gravitron 2,21300,Dark Castle Software,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2008
['Racing'],Xpand Rally Xtreme,3050,Techland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2006
['Strategy'],Heroes of Might & Magic V: Hammers of Fate,15380,Nival,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2006
['Action'],Brothers in Arms: Earned in Blood™,19800,Gearbox Software,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
['Strategy'],Heroes of Might & Magic V: Tribes of the East,15370,Nival,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2007
['Strategy'],The Settlers®: Rise Of An Empire Gold Edition,19930,Blue Byte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2008
['Casual'],Brain Spa,15350,Ubisoft,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
['Action'],The Sum of All Fears,19810,Red Storm Entertainment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
['Casual'],Peggle™ Nights,3540,"PopCap Games, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
['Indie'],World of Goo,22000,2D BOY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2008
"['Action', 'Simulation', 'Strategy']",X3: Terran Conflict,2820,Egosoft,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2008
['Action'],Mare Nostrum,1230,Sandstorm Productions,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
"['Casual', 'Indie']",Spectraball,18300,Shorebound Studios,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2008
"['Indie', 'Casual', 'Sports']",Galactic Bowling,20200,Perpetual FX Creative,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2008
"['Action', 'Adventure']",Bully: Scholarship Edition,12200,Rockstar New England,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
['Action'],Far Cry® 2: Fortune's Edition,19900,Ubisoft Montreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
"['Action', 'Indie', 'Strategy']",Space Trader: Merchant Marine,11240,Meridian4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2008
['Simulation'],PRR Wagon Pack 01,256522,RailSimulator.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
['Simulation'],"Class 421 London South East ""Jaffa Cake""",275144,RailSimulator.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
['Simulation'],ATSF Wagon Pack 01,256521,RailSimulator.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
['Simulation'],GP20 Union Pacific Add-on Livery,222569,Reppo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
['Simulation'],UK Van Wagon Pack,256535,RailSimulator.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
['Simulation'],CSX SD70MAC Add-on Livery,256611,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
['Simulation'],CSX ES44AC Add-on Livery,256576,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
['Action'],Saints Row 2,9480,Volition,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Action'],Dead Space,17470,EA Redwood Shores,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
['RPG'],Rise of the Argonauts,12770,Liquid Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2008
"['Action', 'Adventure']",Mirror's Edge™,17410,DICE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
"['Indie', 'Strategy']",Defense Grid: The Awakening,18500,Hidden Path Entertainment,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2008
['Action'],F.E.A.R. 2: Project Origin,16450,Monolith,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
"['Strategy', 'Indie']",Harvest: Massive Encounter,15400,Oxeye Game Studio,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2008
"['Indie', 'Strategy']",Mayhem Intergalactic,18600,Inventive Dingo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2007
"['Action', 'Indie']",Larva Mortus,11340,Meridian4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Strategy'],Knights of Honor,25830,Black Sea Studios Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2005
"['Action', 'Adventure', 'Strategy']",Ceville,23460,Realmforge Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009
['Strategy'],Empire: Total War™ - Special Forces Units & Bonus Content,10600,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009
['Action'],Watchmen: The End is Nigh,21010,Deadline Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
"['Action', 'Adventure', 'Indie']",Penumbra Overture,22180,Frictional Games,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2007
['Action'],Unreal Tournament 3 Black,13210,"Epic Games, Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
['RPG'],Drakensang,12640,Radon Labs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2009
"['Casual', 'Strategy']",Age of Booty™,21600,Certain Affinity™,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009
"['Indie', 'Simulation']",The Graveyard,27020,Tale of Tales,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2008
['Racing'],Burnout Paradise: The Ultimate Box,24740,Criterion Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
['Action'],Zombie Master,90047,Zombie Master Team,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
"['Action', 'Indie']",The Maw,26000,Twisted Pixel Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009
"['Action', 'Indie']",The Maw: River Redirect,26006,Twisted Pixel Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009
"['Action', 'Indie']",The Maw: Brute Force,26005,Twisted Pixel Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009
"['Casual', 'Indie']",Obulis,11330,IonFX,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Indie'],Space Giraffe,27800,Llamasoft LTD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009
"['Simulation', 'Strategy']",Codename: Panzers - Cold War,9850,"InnoGlow,Stormregion,THQ Nordic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2009
['Casual'],Escape Rosecliff Island,3600,SpinTop Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
"['RPG', 'Massively Multiplayer']",Guild Wars Nightfall,29580,ArenaNet®,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2006
"['RPG', 'Massively Multiplayer']",Guild Wars,29540,ArenaNet®,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2005
"['RPG', 'Massively Multiplayer']",Guild Wars Factions,29560,ArenaNet®,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2006
"['Massively Multiplayer', 'RPG']",Guild Wars Trilogy,29570,ArenaNet®,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2008
['Casual'],Puzzle Kingdoms,23700,Infinite Interactive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Casual'],Samantha Swift and the Golden Touch,16060,MumboJumbo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
['RPG'],Two Worlds Epic Edition,1930,Reality Pump Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2009
['Strategy'],Helldorado,18470,Spellbound,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009
"['Action', 'Adventure', 'RPG']",X-Blades,7510,Gaijin Entertainment,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2009
"['Action', 'Indie']",Zeno Clash,22200,ACE Team,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Indie'],The Maw: Speeder Lane,26007,Twisted Pixel Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009
"['RPG', 'Strategy']",King's Bounty: The Legend,25900,1C Company,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2008
"['Casual', 'Simulation']",Virtual Families,16200,Last Day of Work,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
['Racing'],Death Track®: Resurrection,7840,Sky Fallen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
"['RPG', 'Strategy']",Freedom Force vs. the Third Reich,8890,Irrational Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2005
"['RPG', 'Strategy']",Freedom Force,8880,Irrational Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2002
"['Indie', 'Simulation', 'Strategy']",Light of Altair,34500,SaintXi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2009
"['Action', 'Simulation']",Darkest Hour: Europe '44-'45,1280,Darklight Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
"['Action', 'Adventure']",Prototype™,10150,Radical Entertainment,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
"['Adventure', 'Indie']",Blueberry Garden,29160,Erik Svedäng,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Strategy'],Port Royale 2,12470,Ascaron Entertainment ltd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2004
sin dato,Call of Cthulhu®: Dark Corners of the Earth,22340,Headfirst Productions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006
['RPG'],The Elder Scrolls IV: Oblivion® Game of the Year Edition,22330,Bethesda Game Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2007
['RPG'],The Elder Scrolls III: Morrowind® Game of the Year Edition,22320,Bethesda Game Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2002
sin dato,The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe,900883,Bethesda Game Studios®,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009
['Adventure'],Ankh 2: Heart of Osiris,12440,Deck 13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
['Simulation'],Armored Fist 3,32710,NovaLogic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1999
['Simulation'],MiG-29 Fulcrum,32740,NovaLogic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1998
['Strategy'],BC Kings,12460,Mascot Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2008
['Action'],Call of Juarez®: Bound in Blood,21980,Techland,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Adventure'],Nancy Drew®: Legend of the Crystal Skull,31860,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
['Adventure'],Nancy Drew®: The Creature of Kapu Cave,31900,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
['Adventure'],Nancy Drew®: The Phantom of Venice,31920,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
['Adventure'],Nancy Drew®: The White Wolf of Icicle Creek,31930,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
"['Casual', 'Indie']",BRAINPIPE: A Plunge to Unhumanity,35800,Digital Eel,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2008
"['Simulation', 'Sports']",Hunting Unlimited 2010,12690,sin dato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2009
['Adventure'],Tales of Monkey Island Complete Pack,31170,Telltale Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Action'],Street Fighter® IV,21660,Capcom,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
"['Action', 'Adventure', 'Racing', 'Simulation', 'Strategy']",Thrillville®: Off the Rails™,6080,Frontier,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2007
['Adventure'],Indiana Jones® and the Fate of Atlantis™,6010,LucasArts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
['Action'],Armed and Dangerous®,6090,Planet Moon Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
['Action'],"Star Wars: Battlefront 2 (Classic, 2005)",6060,Pandemic Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
['Adventure'],Indiana Jones® and the Last Crusade™,32310,LucasArts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
"['Action', 'Adventure']",LEGO® Indiana Jones™: The Original Adventures,32330,Traveller's Tales,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
['Adventure'],The Secret of Monkey Island: Special Edition,32360,LucasArts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Strategy'],Warfare,35300,GFI Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2008
"['Action', 'Racing']",Clutch,35310,Targem Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
['Adventure'],Nancy Drew®: Ransom of the Seven Ships,31980,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Adventure'],Nancy Drew®: Ransom of the Seven Ships Demo,31990,Her Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Sports'],3D Ultra™ Minigolf Adventures,10140,Wanako Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2006
['Adventure'],King's Quest™ Collection,10100,Sierra,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
['Action'],TimeShift™,10130,Saber Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
['Adventure'],Space Quest™ Collection,10110,Sierra,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
['Action'],Killing Floor Outbreak Character Pack,1256,Tripwire Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
"['Action', 'Casual']",Aces of the Galaxy™,10120,Artech Studios,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
"['Simulation', 'Strategy']",Tropico Reloaded,33520,"PopTop Software,BreakAway Games,Frog City Software",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2009
['Casual'],Mystery P.I. - Lost in Los Angeles,3610,SpinTop Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Action'],Bionic Commando: Rearmed,21680,Capcom,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
"['Action', 'Adventure']",Bionic Commando,21670,Capcom,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Action'],Watchmen: The End is Nigh Part 2,21030,Deadline Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
"['Action', 'Indie']",Foreign Legion: Buckets of Blood,36000,Sakari Indie,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009
"['Adventure', 'RPG']",STAR WARS™ - Knights of the Old Republic™,32370,"BioWare,Aspyr (Mac)",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2003
"['Indie', 'Casual']",Osmos,29180,Hemisphere Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009
['RPG'],Fallout 2: A Post Nuclear Role Playing Game,38410,Black Isle Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1998
['Strategy'],Fallout Tactics: Brotherhood of Steel,38420,14° East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2001
['Action'],Kingpin — Life of Crime,38430,Xatrix Entertainment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
sin dato,Sacrifice,38440,Shiny Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
"['Action', 'Adventure']",Mini Ninjas Demo,35050,IO Interactive,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Adventure'],Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,31180,Telltale Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Casual'],Jewel Quest Pack,37960,iWin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Casual'],Mahjong Quest Collection,38000,iWin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
"['Adventure', 'Indie']","Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",37400,Size Five Games,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Action'],Tom Clancy's Splinter Cell Chaos Theory®,13570,Ubisoft Montreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
"['Action', 'Racing']",Crash Time 2,11390,sin dato,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
['Strategy'],XIII Century – Gold Edition,34420,Unicorn Games Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009
['Simulation'],World of Zoo,43100,Blue Fang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
['Simulation'],18 Wheels of Steel: Extreme Trucker,33730,sin dato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
"['Action', 'Adventure']",Mini Ninjas,35000,IO Interactive,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Casual'],Freeze Tag Fun Pack #2,39392,"Freeze Tag Inc.,iQ212",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Casual'],Freeze Tag Fun Pack #1,39391,"Freeze Tag Inc.,Joju Games,Linksolutions Ltd.,Dekovir Entertainment",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
"['Adventure', 'Casual', 'Indie']",Windosill,37600,"Vectorpark, Inc.",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Simulation'],Train Simulator: Colton & Northern Route Add-On,24029,All Aboard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
"['Adventure', 'Casual']",Midnight Mysteries,32140,MumboJumbo,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Adventure'],Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,31190,Telltale Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Action'],Joint Operations: Combined Arms Gold,32770,NovaLogic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Simulation'],Train Simulator: US Loco & Asset Pack,208306,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
['Simulation'],DinerTown Tycoon,37300,PlayFirst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
['Simulation'],Train Simulator: European Loco & Asset Pack,208300,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
['RPG'],Risen,40300,Piranha Bytes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2009
['Casual'],Flora's Fruit Farm,35070,Honeyslug,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Strategy'],Empire: Total War™ - The Warpath Campaign,10606,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009
"['Adventure', 'Indie']",Machinarium,40700,Amanita Design,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Action'],Medal of Honor: Airborne,24840,EA Los Angeles,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
['Racing'],Need for Speed: Shift,24870,Slightly Mad Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
['RPG'],Torchlight,41500,Runic Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2009
['Strategy'],Command & Conquer: Red Alert 3 - Uprising,24800,EA Los Angeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009
['Strategy'],The Stronghold Collection,901735,FireFly Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009
['Strategy'],East India Company: Privateer,42800,Nitro Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009
['Action'],Painkiller: Resurrection,39560,Homegrown Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
"['RPG', 'Strategy']",SpellForce 2 - Anniversary Edition,39550,"Phenomic,THQ Nordic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2009
['Adventure'],Secret Files: Tunguska,40330,Animation Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Strategy'],Rush for Berlin Gold,40320,Stormregion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009
['Adventure'],Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,31200,Telltale Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
['Strategy'],Men of War: Red Tide,3130,1C Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009
"['Action', 'Indie']",Hammerfight,41100,Konstantin Koshutin,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009
"['Action', 'RPG']",SpellForce - Platinum Edition,39540,Phenomic,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2009
